data_source,ID,food_name,food_img,recipe_link,serving,category_high_level,category_mid_level,category_low_level,created_date,views,likes,reviews,comments,재료1,재료2,재료3,재료4,재료5,재료6,재료7,재료8,재료9,재료10,재료1_정량,재료2_정량,재료3_정량,재료4_정량,재료5_정량,재료6_정량,재료7_정량,재료8_정량,재료9_정량,재료10_정량,rating
API,3269,단호박 라타투이,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxK4VJeuf4,"1. 가지, 주키니호박, 토마토는 0.3mm 두께로 썬다.
2. 단호박은 전자레인지에 5분간 돌리고, 익으면 윗부분을 약간 잘라낸 뒤 씨를 제거한다.
3. 중간 불로 달군 팬에 훈제오리와 마늘을 넣어 고루 볶은 뒤 단호박 속에 채운다.
4. 팬에 올리브유를 두른 뒤 약한 불로 올리고, 라타투이 소스 재료, 소금, 후춧가루를 넣어 10분간 볶아 라타투이 소스를 만든다.
5. 높이가 낮은 냄비에 라타투이 소스를 넓게 깔고, 손질한 채소를 둘러 담는다.
6. 오리로 채운 단호박을 가운데 올린 뒤 6~8등분하여 펼치고, 중간 불로 15분간 쪄 마무리한다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,861,케이준 스타일 닭고기 요리,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053459_1416213299404.jpg,"1. 식용유를 제외한 모든 향신료를 섞어준다.
2. 닭가슴살에 식용유를 바른다.
3. 1의 향신료를 닭가슴살의 한면에만 잘 발라준다.
4. 가열된 식용유를 두르고 닭가슴살의 향신료 묻는 면이 팬에 닿도록 놓는다.
5. 앞 뒷면이 노릇하게 되도록 구워준다.
6. 그릇에 담아 마무리 한다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,닭가슴살,식용유,파프리카가루,키엔페퍼,양파가루,마늘가루,후추,흰후춧가루,오레가노마른것0.,타임마른것0.,100g,8g,2g,1g,1g,1g,1g,1g,5g,5g,0.0
API,3273,소고기찜과 검은콩수제비,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr906p,"1. 팽이버섯과 느타리버섯은 밑동을 잘라 낱낱이 가르고, 알배추는 한입 크기로 썰고, 쑥갓과 쪽파는 한입 크기로 썬다.
2. 가지와 당근은 어슷 썰고, 단호박은 씨 제거 후 7~8쪽으로 썰고, 표고버섯은 별모양 칼집을 내고, 새우는 깨끗하게 씻고, 관자는 한입 크기로 썬다.
3. 믹서에 삶은 검은콩과 물(1컵)을 넣어 갈고, 볼에 담은 뒤 검은콩 수제비 반죽 재료와 고루 섞어 치대고, 냉장실에서 30분간 숙성한다.
4. 불고기용 소고기를 펼치고, 팽이버섯과 쪽파를 위에 올려 돌돌 만다.
5. 대나무 찜기에 손질한 채소, 해산물,  숙주 순으로 깔아준다.
6. 그 위에 고기 버섯말이를 올려 중간 불에서 10분간 쪄내고, 달걀노른자와 양념장을 곁들여 마무리한다.",1인분,,일품,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3270,버터치킨카레,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxK4VJewLo,"1. 양파, 당근, 토마토, 파프리카는 한입 크기로 썰고, 닭고기는 한입 크기로 썬다.
2. 닭고기는 요거트(1컵), 가람마살라(1Ts), 코리앤더파우더(1Ts), 커민파우더(1Ts), 다진 마늘(1Ts), 파프리카가루(1Ts), 소금(0.5ts)에 버무려 15분간 재운다.
3. 중간 불로 달군 팬에 버터(2Ts)를 녹이고, 다진 마늘(1Ts), 양파, 당근, 토마토를 넣어 5분간 볶는다.
4. 물(⅓컵), 육수 재료, 생크림을 넣어 끓이고, 당근이 익으면 핸드 믹서로 곱게 간 뒤 체로 거른다.
5. 갈아 낸 카레를 냄비에 붓고, 가람마살라 (1Ts), 코리앤더파우더(1Ts), 커민파우더, (1Ts), 다진 마늘(1Ts), 파프리카가루(1Ts), 소금(0.5ts)을 넣어 걸쭉하게 끓인다.
6. 꼬치에 파프리카와 닭을 번갈아 끼운 뒤 중간 불로 달군 팬에 닭이 익을 때까지 굽고, 그릇에 카레를 담은 뒤 닭꼬치와 바게트를 곁들여 마무리한다.",1인분,,반찬,끓이기,2022-08-12,0,0,0,0,다릿살각,노랑각,,,,,,,,,200g),1개),,,,,,,,,0.0
API,3213,애호박 순대,http://www.foodsafetykorea.go.kr/uploadimg/20210210/20210210111134_1612923094669.jpg,"1. 저염 간장, 식초, 물(10㎖)을 섞은 뒤 얇게 채 썬 적양파를 넣어 30분간 숙성해 양파장아찌를 만든다.
2. 두부와 생새우, 팽이버섯, 당근, 깻잎, 파프리카는 믹서에 넣어 곱게 간다.
3. 중간 불로 달군 팬에 다진 소고기를 살짝 볶은 뒤 곱게 간 재료와 감자전분(45g), 달걀흰자와 섞어 소를 만든다.
4. 애호박은 양끝을 자른 뒤 속을 파내고 안쪽에 감자전분(5g)을 고루 묻힌다.
5. 애호박에 소를 채운 뒤 찜기에 넣어 8분간 찐다.
6. 애호박 순대를 1cm 두께로 썰어 그릇에 담고 양파장아찌를 올린다.",1인분,,일품,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3168,성주참외동치미,http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125054438_1611564278881.jpg,"1. 참외는 껍질과 속을 제거하고 먹기 좋은 크기로 썬다.
2. 배와 마늘은 편 썰기, 양파와 대파는 채썰기, 홍고추와 생강은 다진다.
3. 물에 식초, 설탕, 누룩소금을 넣어 국물을 만든다.
4. 만들어 놓은 국물에 참외, 배, 양파를 넣어 잘 섞어 준다.
5. 마지막으로 마늘, 홍고추, 생강을 넣어 섞어 준다.
6. 동치미를 그릇에 담아 완성한다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,참외,양파,배,대파,마늘,홍고추,생강,식초,설탕,,20g,10g,5g,3g,3g,1g,1g,4g,3g,,0.0
API,3167,배물김치,http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125052704_1611563224561.JPG,"1. 감자를 삶아 물과 함께 갈아 감자풀을 만든다.
2. 배는 나박썬다.
3. 청홍고추는 어슷썬다.
4. 미나리는 고추와 비슷한 크기로 썰어준다.
5. 준비된 재료에 감자 전분물, 설탕, 마늘, 생강을 넣고 섞어 물김치를 만든다.
6. 하루 정도 숙성시킨 다음 먹는다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,배,미나리,청홍고추0.,감자,설탕,마늘,생강,물,,,30g,1g,2g,4g,3g,2g,1g,100ml,,,0.0
API,3072,견과류문어떡갈비,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102240_1584062560564.JPG,"1. 삶은 문어, 배, 호두, 아몬드는 작게 자르고, 파와 마늘은 다진다.
2. 대추는 돌려 깍기 하여 돌돌 말아 자른다.
3. 돈민찌, 우민찌는 잘 섞어주고 ①재료와 참기름, 후추, 찹쌀가루를 넣어 치대어 준다.
4. 데쳐서 익힌 떡에 밀가루를 얇게 입히고 ③의 반죽을 붙혀 떡갈비를 만든다.
5. 떡갈비를 팬에 올려 속이 익을 때까지 굽는다.
6. 잘라놓은 대추와 잣을 고명으로 올려 완성한다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,돈민찌,우민찌,떡,문어,배,호두,아몬드,다진마늘,다진파,찹쌀가루,80g,30g,40g,3g,5g,3g,3g,5g,5g,5g,0.0
API,3069,새우살토마토스튜,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309025909_1583733549459.JPG,"1. 다시마로 육수를 낸다.
2. 새우살은 데치고 토마토는 칼집을 내어 데친 후 껍질을 벗긴다.
3. 토마토, 양파, 당근, 호박은 먹기 좋은 크기로 썬다.
4. 새우살과 당근, 호박을 버터에 볶아 준다.
5. 기름을 두른 팬에 토마토와 양파를 넣고 조린다.
6. ⑤에 ④와 육수, 케첩을 넣고 끓인 후 후추를 넣고 소금으로 간을 하여 마무리한다.",1인분,,국&찌개,끓이기,2022-08-12,0,0,0,0,새우살,토마토,양파,당근,애호박,건다시마,버터,케찹,,후추0.,30g,20g,15g,10g,15g,3g,3g,5g,10g,1g,0.0
API,2980,비타 오이 물김치,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408013158_1554697918452.jpg,,1인분,,반찬,기타,2022-08-12,0,0,0,0,오이,무,홍고추,파프리카,당근,미나리,식초,배,고춧가루,설탕,30g,50g,10g,20g,20g,10g,30g,30g,10g,5g,0.0
API,859,양송이버섯과 포도주스를 가미한 등심구이,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053458_1416213298111.jpg,"1. 유리볼에 고기를 담고 로즈마리, 통후추 으깬 것, 양송이버섯 썬 것, 월계수잎, 포도주스를 넣고 절인다.
2. 작은 유리볼에 토마토소스와 소고기육수, 바질, 오레가노, 설탕, 마늘가루를 넣고 섞는다.
3. 재워둔 고기를 꺼내 가열된 팬에 앞 뒷면을 익힌다.
4. 고기를 구웠던 팬에 1의 남은 국물과 2의 토마토소스를 붓는다.
5. 팬에 붙은 고기 조각들을 긁어내 함께 중불에서 끓여 양송이버섯 소스를 만든다.
6. 스테이크를 썰어 그릇에 담고 양송이버섯 소스를 끼얹는다.",1인분,,일품,굽기,2022-08-12,0,0,0,0,쇠고기등심,양송이버섯,포도주스,토마토,물,바질2.,설탕1.,오레가노,마늘가루0.,소금0.,50g,20g,50g,80g,15g,5g,3g,2g,5g,4g,0.0
API,857,쇠고기 감자찜,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053456_1416213296253.jpg,"1. 감자는 껍질을 벗겨 반으로 갈라편편하게 놓일 수 있도록 밑면을 다듬는다.
2. 숟가락으로 감자 윗면을 파낸다.
3. 다진 소고기는 분량의 재료를 넣고 양념한다.
4. 파낸 감자 안에 녹말을 묻히고 양념한 소고기를 채운다.
5. 감자가 잠길 정도로 육수를 붓고 끓인다.
6. 찜이 완성되면 물녹말을 부어 걸쭉하게 만든다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,알감자,쇠고기다진것,육수,녹말가루3g[소스소개]쇠고기양념:파다진것,마늘다진것,청고추다진것,홍고추다진것,간장1.,설탕1.,깨소금0.,80g,50g,50g,1g,1g,1g,1g,2g,2g,5g,0.0
API,855,버섯소스를 곁들인 돼지 등심 스테이크,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053454_1416213294458.jpg,"1. 양송이버섯과 표고버섯은 얇게 썰고 애느타리버섯은 잘게 찢어 놓는다.
2. 썰어놓은 돼지고기는 후춧가루와 밀가루로 밑간한다.
3. 가열된 팬에 식용유를 넣고 고기를 굽는다.
4. 고기를 한쪽으로 밀어두고 버섯들을 넣어 볶다가 화이트와인과 물을 넣고 끓인다. 반쯤 졸아지면 고기를 꺼낸다.
5. 팬에 버터를 넣어 소스의 농도를 맞추고 다진 파슬리를 뿌려 소스를 완성한다.
6. 고기에 소스를 얹어 낸다.",1인분,,일품,굽기,2022-08-12,0,0,0,0,돼지등심,양송이버섯,표고버섯,애느타리버섯,파슬리다진것,버터,후춧가루0.,밀가루,식용유,화이트와인,100g,45g,15g,10g,3g,5g,1g,4g,2g,50g,0.0
API,853,등심 배구이,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053450_1416213290929.jpg,"1. 소고기등심은 손질하여 칼등으로 부드럽게 두드린 뒤 4cm 길이로 썰어서 재움장에 30분 정도 재운다.
2. 오이는 0.2cm 두께로 동그랗게 썰어 소금에 살짝 절였다 짠다.
3. 배는 껍질과 씨를 제거하고 반달모양으로 0.2cm 두께로 썬다.
4. 팬에 식용유를 두르고 오이는 센불에서 살짝 볶고 배는 노릇하게 지진다.
5. 팬에 재워둔 소고기등심을 지지고 초간장소스를 만든다.
6. 노릇하게 지진 배에 소고기등심을 오이, 잣가루를 얹고 가볍게 싸서 저나트륨 초간장에 찍어 먹는다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,쇠고기등심,배,오이,잣가루0.,식용유0.5g[소스소개]고기재움장:포도주2.,후춧가루0.1g<br/>저나트륨초간장소스:간장1.,사과주스3.,식초1.,설탕1.,와사미0.,38g,12g,9g,5g,5g,3g,8g,3g,3g,8g,0.0
API,852,돼지고기 찹쌀부침,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053450_1416213290025.jpg,"1. 돼지고기는 간장, 물엿, 다진마늘, 후춧가루로 밑간 한다.
2. 레디쉬, 깻잎, 대파는 채썬다.
3. 소스 재료들은 모두 믹서에 간다.
4. 돼지고기에 찹쌀가루를 두 번 입힌다.
5. 가열된 팬에 옷입힌 돼지고기를 지진다.
6. 구운 돼지고기에 썰어둔 채소를 얹은 후 고기를 말아 소스와 곁들인다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,돼지고기등심,젖은찹쌀가루50g[소스소개]밑간양념:간장,물엿,다진마늘,후춧가루0.,무순,레디쉬0.,깻잎1.,대파3g저나트륨된장소스:된장,파인애플,50g,1g,3g,2g,1g,1g,3g,5g,1g,15g,0.0
API,851,닭고기 편육,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053449_1416213289103.jpg,"1. 오븐을 175℃로 예열한다.
2. 닭고기 밑간 양념으로 30분정도 재운다.
3. 재워 놓은 닭고기를 175℃의 오븐에서 15분 굽는다.
4. 조림장을 모두 넣고 끓인다.
5. 닭고기 구운 것을 넣고 10~15분 간 졸인다.
6. 닭고기를 먹기 좋게 잘라 남은 소스를 얹어 낸다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,닭고기가슴살100g[소스소개]밑간양념:요구르트,식용유,후춧가루0.03g<br/>조림장:간장,설탕,꿀,홍고추마른것,정종,참기름0.,대파,,6g,1g,3g,5g,1g,1g,5g,8g,10g,,0.0
API,849,닭고기 바비큐,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053447_1416213287870.jpg,"1. 닭가슴살은 3cm 주사위모양으로 썰고 식용유와 이탈리안 시즈닝으로 양념한다.
2. 홍피망, 노랑파프리카, 양파는 3cm 크기로 썰고 양송이버섯은 반으로 썬다.
3. 소스 재료를 넣고 끓인다.
4. 닭가슴살은 구워서 반만 익히고 꼬치에 채소와 함께 꽂는다.
5. 그릴에서 완전히 굽는다.
6. 소스를 끼얹어 낸다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,닭가슴살,홍피망,양파,노랑파프리카,양송이버섯9g[소스소개]소스:양파다진것,마늘다진것1.,케첩,홍토마토,설탕,물18g<br/>이탈리안시즈닝:타임0.,60g,24g,30g,24g,6g,2g,9g,12g,3g,9g,0.0
API,3364,느타리버섯볶음,http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306051519_1678090519731.jpg,"1. 느타리버섯은 밑동을 자르고 가닥가닥 찢어 데쳐서 찬물에 헹궈 물기를 제거한다.
2. 파프리카와 청피망은 채 썰고, 크래미는 잘게 찢는다.
3. 팬에 기름을 두르고 손질한 파프리카와 피망을 넣어 볶는다.
4. 느타리버섯을 넣어 볶는다.
5. 게살을 넣어 볶다가 간장으로 색을 낸다.
6. 소금과 후추로 마무리한다.",1인분,,반찬,볶기,2022-08-12,0,0,0,0,노란색각,,,,,,,,,,10g),,,,,,,,,,0.0
API,2981,비타 오이 물김치,,"1. 오이와 무를 필러로 길게 슬라이스 한다.
2. 설탕물을 만들어 무가 잘 구부러질 때 까지 재운 뒤 씻어낸다.
3. 당근과 홍고추, 파프리카는 5cm 길이로 채 썬다.
4. 미나리를 데쳐 식힌 뒤 한 줄씩 찢는다.
5. 오이, 무를 겹쳐 채 썬 재료를 넣고 말아준 뒤 데친 미나리로 묶는다.
6. 배를 갈아 물, 식초, 고춧가루와 섞어 양념장을 만든 뒤 5를 넣고 재운다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,오이,무,홍고추,파프리카,당근,미나리,식초,배,고춧가루,설탕,30g,50g,10g,20g,20g,10g,30g,30g,10g,5g,0.0
API,3367,오징어 가라아게&칠리소스,http://www.foodsafetykorea.go.kr/uploadimg/20230309/20230309032043_1678342843593.jpg,"1. 오징어는 채 썰고, 마늘과 대파는 곱게 다진다.
2. 오징어, 대파, 마늘, 달걀노른자, 밀가루, 물(10g)을 섞어 반죽한 뒤 동그랗게 빚는다.
3. 가라아게를 180℃ 온도의 기름에서 튀긴다.
4. 토마토는 껍질을 제거한 뒤 잘게 다진다.
5. 냄비에 다진 토마토, 식초, 설탕, 물(50g), 고춧가루, 전분을 넣고 끓여 칠리소스를 만든다.
6. 오징어 가라아게에 칠리소스를 곁들여 마무리한다.",1인분,,반찬,튀기기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,865,구운 닭고기 샐러드와 저나트륨 과일 드레싱,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053502_1416213302505.jpg,"1. 닭가슴살을 170℃의 오븐에서 20분간 구운 후 잘게 찢는다.
2. 양상추는 한 잎 크기로 뜯어 차가운 물에 담갔다가 물기를 뺀다.
3. 방울토마토는 꼭지를 뗀 후 반으로 가른다.
4. 브로콜리는 송이송이 떼어 끓는 물에 데친다.
5. 저나트륨 과일드레싱 재료를 믹서에 넣고 곱게 간다.
6. 준비된 재료를 한데 섞고 저나트륨 과일드레싱을 곁들인다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,닭가슴살,양상추,방울토마토,브로컬리20g[소스소개]저나트륨과일드레싱:파인애플통조림,키위,사과,양파,올리브오일,레몬즙3.,설탕3.,60g,18g,18g,40g,20g,10g,4g,6g,2g,2g,0.0
API,2971,홍시에이드,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408112605_1554690365803.jpg,"1. 홍시를 반으로 가르고 껍질을 벗긴다.
2. 씨를 제거한 뒤 3등분으로 썬다.
3. 배는 1/4로 나눠 껍질을 벗긴다.
4. 믹서에 배, 홍시를 넣고 간다.
5. 4를 냉동실에서 살짝 얼린다.
6. 반쯤 얼었을 때 탄산수와 사이다를 섞는다.",1인분,,후식,기타,2022-08-12,0,0,0,0,홍시,배,탄산수,사이다,,,,,,,50g,20g,50g,50g,,,,,,,0.0
API,3242,양배추말이 김치,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NeTnFJF690,,1인분,,반찬,기타,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3204,삼색 브레드 스틱,http://www.foodsafetykorea.go.kr/uploadimg/20221208/20221208044129_1670485289362.jpg,"1. 강력분, 소금, 이스트, 물을 넣어 만든 반죽을 3등분 하여 각각 당근, 참나물, 연근을 다져 넣어 섞어준다.
2. 반죽에 글루텐이 형성되면 각각 식용유와 버터를 넣어 섞고, 연근을 넣은 반죽에는 마지막에 견과류를 넣어 섞는다.
★다른 반죽보다 향이 없는 연근 반죽에 견과류를 넣어 맛을 냈어요.
3. 반죽이 완료되면 3-40분 정도 1차 발효를 한다.
4. 1차 발효 후 30g씩 무게를 달아 둥글리기하고 중간 발효 후 길게 밀어 편다.
5. 20분 정도 2차 발효를 한다.
6. 아랫불 160, 윗불 180℃ 오븐에서 18분 동안 굽는다.",1인분,,기타,기타,2022-08-12,0,0,0,0,강력분,소금,드라이이스트,버터,식용유,당근,참나물,연근,견과류,물,300g,3g,12g,36g,6g,50g,50g,30g,10g,100ml,0.0
API,2968,"삼색나물, 토마토양념장",http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408110832_1554689312799.jpg,"1. 토마토를 데쳐 껍질을 벗겨낸 뒤 잘게 썬다.
2. 마늘과 양파를 잘게 다진 뒤 썰어둔 토마토, 고추장, 꿀, 식초와 골고루 섞는다.
3. 도라지는 껍질을 벗긴 뒤 물에 담궈 쓴맛을 제거하고 길이 5cm, 두께 0.5cm로 찢는다.
4. 시금치는 뿌리를 잘라내고 2~4등분으로 나눈다.
5. 고사리는 깨끗하게 씻은 뒤 물에 불린다.
6. 끓는 물에 소금을 넣고 도라지, 시금치, 고사리 순으로 데친 뒤 찬물에 헹궈 물기를 짜고 양념장을 곁들인다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,토마토,마늘,양파,꿀,식초,도라지,시금치,고사리,고추장,소금,35g,2g,20g,15g,15g,15g,30g,20g,20g,2g,0.0
API,3260,두부크림 관자뇨키,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr9W1G,"1. 양파는 5mm 두께로 채 썰고, 청양고추는 어슷 썬 뒤 씨를 제거하고, 관자는 깨끗하게 헹군 뒤 후춧가루로 밑간한다.
2. 두부에 우유와 생크림을 넣어 고루 섞어 두부크림을 만든다.
3. 중간 불로 달군 팬에 식용유(1.5Ts)를 두른 뒤 관자를 넣어 불투명해질 때까지 구워 꺼낸다.
4. 같은 팬에 식용유(0.5Ts)를 두른 뒤 다진 마늘과 양파를 넣어 볶다가 새우, 모시조개, 청양고추를 넣어 볶는다.
5. 물(100ml)을 넣어 조개가 입을 벌릴 때까지 끓이고, 두부크림을 넣어 끓어오르면 관자를 넣어 3분간 익힌다.
6. 그릇에 담아 바질을 올리고, 그라나파다노 치즈를 뿌려 마무리한다.",1인분,,일품,끓이기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
